groupid;url;title;review_id;sentence_id;text;annotation 1;annotation 2;annotation 3;label
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;1;Dr. Finderle je liječnik kod kojeg je odmah jasno zašto ima svoju kliniku.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;2;Izrazito je stručan, kompetentan, strpljiv i realan u pristupu.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;3;Ulijeva ogromno povjerenje već pri prvom susretu.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;4;Komunikacija s njim je jednostavna, jasna i prirodna.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;5;Sve objašnjava smireno i razumljivo, bez kompliciranja.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;6;Uz njega imate osjećaj da ne postoji problem koji nije rješiv – takav dojam ostavlja.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;7;Zbog toga se kao pacijentica osjećate sigurno i opušteno.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;8;Posebno mi je važno to što nije „pun sebe“.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;9;Jednostavan je, pristupačan i prirodan, bez lažne ljubaznosti i usiljenosti.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;10;Sve je iskreno, profesionalno i s mjerom.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;11;Kod njega sam vodila trudnoću i on me porodio.;positive;neutral;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;12;Cijelo iskustvo bilo je mirno, organizirano i bez nepotrebnog stresa – zaista jedno „easy“ iskustvo uz maksimalnu podršku i stručnost.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;13;Jedina mala mana je to što se često vidi da je u žurbi.;mixed;mixed;negative;mixed
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;14;No pretpostavljam da je to jednostavno takva pozicija i da je rastrgan na sve strane.;neutral;neutral;negative;neutral
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;15;Unatoč tome, nikada nisam imala osjećaj da nisam dobila stručnu i kvalitetnu skrb.;positive;positive;mixed;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;12;16;Od srca ga preporučujem svima koji žele vrhunskog liječnika, ali i čovjeka s kojim se mogu osjećati sigurno i mirno.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;13;1;Doktor Finderle je jedna predivna osoba i izuzetno profesionalan u obavljanju svog posla.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;13;2;Godinama sam njegova pacijentica i jedino k njemu idem s punim povjerenjem i bez sumnje u postavljenu dijagnozu.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;14;1;Po preporuci sam došla doktoru i toplo ga preporučujem dalje.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;14;2;Saslušao me je, obratio pažnju na neke tegobe koje me već dulje vremena muče, s velikom pažnjom i temeljito pregledao.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;14;3;I sve to tako kvalitetno obavlja, bez žurbe, napetosti, s puno pažnje i povjerenja.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;14;4;Mislim da imam svog najdoktora.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;15;1;Odlican doktor, profesionalan, strucan, pazljiv, smiren...;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;15;2;Sve pohvale!!!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;15;2;Moja topla preporuka svima.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;16;1;Izuzetno stručan s profesionalnim pristupom i razumijevanjem prema pacijenticama.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;16;2;Da nije bilo doktora Finderlea, moguće ne bih imala svoje dijete.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;17;1;Brižan, ljubazan, profesionalan, stručan i susretljiv.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;17;2;Vodila sam trudnoću u poliklinici Finderle te me doktor i porodio.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;17;3;Pregledi su temeljiti i detaljni, ništa ne prepušta slučaju.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;17;4;Definitivno se nastavljam pregledavati kod njega.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;17;5;Individualan pristup i briga za pacijente na prvom su im mjestu.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;17;6;Daleko najbolji ginekolog u Rijeci i okolici.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;18;1;Doktor je super !;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;18;2;Samo pohvale!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;18;3;Cijelu trudnoću sam vodila kod njega nakon što sam se prebacila od drugog ginekologa.;neutral;neutral;positive;neutral
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;18;4;Napravio mi je sve moguće pretrage, cervikalne briseve koje prije nikada nisam radila.;neutral;neutral;positive;neutral
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;18;5;Uvijek je spreman popričati i saslušati pacijenticu te sve detaljno laiku razumljivim riječnikom objasniti.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;18;6;Svakome bi ga preporučila!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;19;1;Izvrstan liječnik, pedantan ginekolog, precizan specijalist s izraženom pristupačnosti pacijentima.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;19;2;Zahvalni smo na svakom profesionalnom savjetu, posvećenosti i ljubaznosti.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;20;1;Sve pohvale za dr Finderle!!!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;20;2;Preporucila bi ga svima boljeg ginekologa nisam upoznala,a prosla sam dosta toga!!!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;20;3;Sve pohvale!!!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;21;1;Hvala doktoru na stručnim savjetima, odgovorima na svako postavljena pitanje i ugodnoj atmosferi zbog čega će doktor Finderle uvijek biti moj ginekolog!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;22;1;Doktor Finderle je izvrstan liječnik, dijagnostičar i ima predivan odnos s pacijentima.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;22;2;Precizan, pedantan, prisupačan, ljubazan, ne žuri, posveti se u potpunosti pacijentu.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;22;3;Tko nije zadovoljan s svojim ginekologom s dr. Finderle sigurno neće pogriješiti!!!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;23;1;Odličan dijagnostičar i operater, daje sve potrebne informacije tijekom liječenja.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;23;2;Puno vam hvala doktore na velikoj pomoći.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;23;3;Stručan i ljubazan doktor.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;23;4;Doktor pun razumijevanja, tolerancije, brige o pacijentu, komunikativan, spreman u svakom trenutku odgovoriti na sva pacijentova pitanja ili pitanja bližnjih.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;23;5;Brzo mi je otkrio uzrok tegoba i uputio dalje.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;24;1;Najbolji ginekolog....;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;24;2;vodio mi dvije rizicne trudnoce i on je osoba kojoj se moze vjerovati...;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;24;3;najvaznije od svega da je prvo covjek a onda doktor...;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;24;4;jako drag i pristupacan doktor koji zna smiriti pacijenta i ulijeva povjerenje;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;25;1;Izuzetan lijecnik !;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;25;2;Vodio mi je dvije trudnoce i dalje sam njegov pacijent .;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;25;3;Posvecen u potpunosti svojim pacijentima i vrlo draga te pedantna osoba, tople preporuke za odlicnog ginekologa!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;26;1;Doktor je prije pet godina vodio trudnoću mojoj sestri i ove godine kad sam ja ostala trudna otisla sam kod njega sa željom da vodi i moju i pristao je bez problema.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;26;2;Na svim pregledima bio je toliko ljubazan i objašnjavao mi sve sto trebam znati i strpljivo odgovarao na sva moja pitanja.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;26;3;Na porodu me on primio i pregledao i kako je bilo malo ranije od termina i utješio me.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;26;4;Na samom izgonu nije bio jer je bio na carskom rezu,ali cim je zavrsio dosao je do mene da vidi kako sam.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;26;5;Osoblje u rodilištu je zaista bilo prekrasno i nemam rijeci koliko su svi ljubazni,ali doktor Finderle je ipak najbolji.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;26;6;Sam njegov pristup pacijentu i njegova smirenost puno su mi pomogle tijekom cijele trudnoće.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;26;7;I znam sigurno da će mi i sljedeću trudnoću on voditi.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;27;1;Doc. Aleks Finderle mi je vodio trudnoću usporedno sa službenim ginekologom te je bio i na porodu.;positive;neutral;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;27;2;Za doktora imam samo riječi hvale: ljubazan, jednostavan, susretljiv i prije svega velik čovjek.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;27;3;Moja kćerkica i ja smo mu zahvalne na svemu kao i babici Mihaeli koja je bila izvanredna na porodu u trajanju od 13,5h.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;28;1;Evo upravo danas napravila amniocintezu...doktor je bio vrlo ljubazan ...sve mi je pricao sta radi..;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;28;2;imala sam tremu a on njegovim riječima i ponasanjem odmah tu negativu otjerao...;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;28;3;samo rijeci hvale... a i sestre sto su bile uz njega....;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;29;1;Izvrstan liječnik i čovjek prije svega.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;29;2;Radio mi je carski rez, tijekom operacije,prije i poslije, objasnio je sve što radi.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;29;3;Kako je ogledalo iznad operacijskog stola, gledala sam cijelu operaciju.;neutral;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;29;4;Vidjela sam svaki rez, odvajanje organa, vađenje djeteta iz maternice, prvi udisaj i plač, a onda završnu obradu i šivanje.;neutral;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;29;5;Jedno nezaboravno iskustvo.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;29;6;Brzo sam se oporavila od operacije bez ikakvih komplikacija.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;29;7;To mi je bio drugi carski.;neutral;neutral;neutral;neutral
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;29;8;Svaka pohvala doktoru, ali i cijeloj riječkoj ginekologiji!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;30;1;Jao bas ste ga lijepo opisali...ja isto tako razmisljam o njemu i skidam mu kapu do poda!!!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;30;2;Za mene najbolji ginekolog koji postoji....;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;31;1;Hmmm,igrom slucaja sam ga upoznala,dosla sam na nagovor kod njega na pregled nakon spontanog i nakon sto vam ginekologica kaze da zbog diabetesa necu imat djecu...;neutral;neutral;neutral;neutral
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;31;2;dr. finderle me odusevio svojim pristupom, ljubaznoscu a najvise svojom dobrotom i ljudskoscu...;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;31;2;kad sam ostala trudna to je bio dr koji mi je garantirao da usprkost svojoj bolesti za 9mj da cu postat majka...;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;31;4;i vjeruj te mi da sad kad gledam u svog klinca koji ima 18mj i sjetim se rijeci Aleksa Finderlea kod kojeg i dalje idem na preglede i nebi ga mjenjala za nista jer je to osoba kojoj vjerujem i hvala mu na svemu;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;32;1;Dr. Finderlea upoznala sam prije skoro četiri godine kada sam došla na pregled u KBC Rijeka nakon trećeg uzastopnog spontanog pobačaja.;neutral;neutral;neutral;neutral
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;32;2;Bila sam jako uplašena naročito s činjenicom da su mi svi ostali ginekolozi rekli da neću moći postati majka i da odustanem, emotivno sam bila jako iscrpljena a hormoni su to još dodatno sve bili potaknuli.;neutral;neutral;neutral;neutral
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;32;3;Dr Finderle dočekao me s osmijehom i s jednim nevjerojatnim ljudskim pristupom, poslušao me i pustio me da se dobro isplačem te mi je rekao da po njemu nema razloga da ja i dalje ne pokušavam i da će sve biti u redu.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;32;4;Ta tako na izgled jednostavna rečenica urezala mi se u pamćenje i dala mi je nadu te mi pomogla da krenem dalje.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;32;5;Nakon samo dva mjeseca ja sam ponovno zatrudnila, cijelu trudnoću koja se vodila pod rizičnom pratio je dr Finerle koji me na kraju i porodio.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;32;6;Moja prekrasna vesela curica uskoro će napuniti tri godine a ja sa radošću svima preporučujem dr Finderlea i nadam se da će kod nas biti sve više tako stručnih, profesionalnih i ljubaznih liječnika.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;32;7;On zasigurno zaslužuje titulu najdoktora.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;33;1;Ja bi sve dala da ga mogu imat kao svog ginekologa ali su mi rekli da neuzima više pacijente.;mixed;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;33;2;Nažalost.;negative;positive;negative;negative
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;34;1;Najbolji dokotor ikada!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;34;2;Njezan, profesionalan, otvoren i spreman objasniti komplicirane situacije na najljudski moguci nacin.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;34;3;Apsolutna preporuka!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;34;4;Steta sta nema privatnu ordinaciju.;mixed;positive;mixed;mixed
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;35;1;Moje iskustvo s ovim doktorom pocelo je u najtezem trenutku zivota kad mi je trebao saopciti najgoru vijest o trudnoci koja se morala prekinuti u visokom stupnju.;negative;neutral;neutral;neutral
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;35;2;Tu najgoru dinagnozu je on izrekao na najljudskiji nacin i svojim pristupom i objasnjenjem stvari, ucinio taj trenutak podnosljivijim.;mixed;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;35;3;Potpuno je smiren i dostupan za bilo kakvo pojasnjenje dijagnoze, ima razumijevanja i strpljenja za pacjenta u svakom trenutku.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;35;4;Detaljno analizira sve faktore u dijagnozi.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;35;5;Vrlo ga cijenim zbog takvog pristupa i potpuno vjerujem njegovim djagnozama.;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;35;6;Prilikom pregleda je vrlo fin i zaista odaje profesionalni dojam pa kod pacjenta izazove veliko postovanje!;positive;positive;positive;positive
4;https://najdoktor.com/aleks-finderle/d12654;Aleks Finderle;35;7;Vjerujem da je strucnjak u svom poslu kakvog nema u Rijeci!;positive;positive;positive;positive
